#########################################################################
# N.B.: line starting with # is omitted
#
# Content: 
# --------
# Differential production for 1H-BAR (anti-protons) from 4He CR
#   4He(Ekn) + H,He -> 1H-BAR(Ekn') + X
#
# Source: 
# -------
#	 Donato et al., ApJ 563, 172 (2001) using DTUNUC code (http://sroesler.home.cern.ch/sroesler)
#
# Format: USINE.V3 X-SECTIONS
# -------
#
#  1. First line contains
#     - Type: sigma (total X-sec) or dsigma (differential X-sec).
#     - Units allowed: 
#         i) if total X-section (Type=sigma): mb or cm2
#        ii) if differential X-section (Type=dsigma): mb/GeV or cm2/GeV (must be per Etot)
#     - Targets names: comma-separated list of element targets
#  
#  2. Second line contains energy grid definitions for which the X-sec are provided:
#     - EknMIN: minimal energy considered [GeV/n]
#     - EknMAX: maximum energy considered [GeV/n]
#     - nEkn: number of energy bins
#    N.B.1: Energy points are on a log-step grid (step = EknMAX/EknMIN^{1/(nEkn-1)}),
#           so that Ekn(bin) = EknMIN*step^bin. Hence, providing EknMIN, EknMIN,
#           and nEkn fully defines energy points for which we provide the X-sec below.
#    N.B.2: for differential X-sec (Type=dsigma), an energy grid for fragments must
#           also be provided, along with the order on which we loop on energies. 
#           The nEkn(proj)*nEkn(frag) X-sec can be ordered differently:
#     - Repeated loop value:
#         - Ekn(frag) kept constant and loop on Ekn(proj) => Loop = 1
#         - Ekn(proj) kept constant and loop on Ekn(frag) => Loop = 2
#
#  3. Group of lines/columns for a given reaction
#     - Reaction and isotopes involved (Targets names not repeated here)
#     - X-sec values for the reaction:
#         (i) As many columns as the number of targets
#              if Targets=H,He => first column is X-sec H, second column on He
#         (ii) As many lines as the number of energies
#              => nEkn(proj) for total X-sec, nEkn(proj)*nEkn(frag) for diff. X-sec
##########################################################################

#  Type  Unit     Targets
dsigma   mb/GeV   H,He

# EknMIN[GeV/n]   EknMAX[GeV/n]   nEk  (PROJECTILE GRID)
5.629632e+00      1.000000e+04    301

# EknMIN[GeV/n]   EknMAX[GeV/n]   nEkn  (FRAGMENT GRID)
1.000000e-01      1.000000e+02    151

# Repeated loop
1

4He -> 1H-bar
1.564468e-03 2.848783e-02
1.620066e-03 2.946135e-02
1.668853e-03 3.036939e-02
1.716004e-03 3.130662e-02
1.759344e-03 3.223940e-02
1.798507e-03 3.316614e-02
1.833094e-03 3.408513e-02
1.862691e-03 3.499434e-02
1.886844e-03 3.589176e-02
1.905070e-03 3.677519e-02
1.916871e-03 3.764224e-02
1.921699e-03 3.849036e-02
1.692735e-03 3.901609e-02
1.585731e-03 4.001531e-02
1.631966e-03 4.142555e-02
1.678918e-03 4.285922e-02
1.726589e-03 4.431635e-02
1.774980e-03 4.579694e-02
1.824084e-03 4.730093e-02
1.873899e-03 4.882829e-02
1.924423e-03 5.037889e-02
1.975651e-03 5.195261e-02
2.027575e-03 5.354932e-02
2.080196e-03 5.516882e-02
2.133507e-03 5.681087e-02
2.187499e-03 5.847517e-02
2.242167e-03 6.016151e-02
2.297502e-03 6.186948e-02
2.353488e-03 6.359866e-02
2.410127e-03 6.534867e-02
2.467406e-03 6.711898e-02
2.525316e-03 6.890908e-02
2.583848e-03 7.071842e-02
2.642982e-03 7.254629e-02
2.702719e-03 7.439203e-02
2.763051e-03 7.625492e-02
2.823959e-03 7.813419e-02
2.885440e-03 8.002905e-02
2.947485e-03 8.193855e-02
3.010085e-03 8.386153e-02
3.073231e-03 8.579696e-02
3.136930e-03 8.774375e-02
3.201174e-03 8.970095e-02
3.265961e-03 9.166784e-02
3.331302e-03 9.364250e-02
3.397199e-03 9.562368e-02
3.463666e-03 9.761068e-02
3.530724e-03 9.960114e-02
3.598397e-03 1.015945e-01
3.666713e-03 1.035888e-01
3.735721e-03 1.055830e-01
3.805462e-03 1.075754e-01
3.875995e-03 1.095645e-01
3.947400e-03 1.115488e-01
4.019757e-03 1.135273e-01
4.093171e-03 1.154981e-01
4.167765e-03 1.174601e-01
4.243681e-03 1.194126e-01
4.321089e-03 1.213543e-01
4.400175e-03 1.232839e-01
4.481159e-03 1.252006e-01
4.564296e-03 1.271040e-01
4.649877e-03 1.289945e-01
4.738236e-03 1.308721e-01
4.829754e-03 1.327371e-01
4.924862e-03 1.345896e-01
5.024045e-03 1.364316e-01
5.127864e-03 1.382661e-01
5.236947e-03 1.400950e-01
5.351999e-03 1.419218e-01
5.473820e-03 1.437515e-01
5.603305e-03 1.455895e-01
5.741466e-03 1.474425e-01
5.889438e-03 1.493190e-01
6.048484e-03 1.512279e-01
6.220033e-03 1.531816e-01
6.556775e-03 1.576477e-01
6.889225e-03 1.622829e-01
7.059908e-03 1.646186e-01
7.234385e-03 1.670302e-01
7.412704e-03 1.695194e-01
7.594925e-03 1.720896e-01
7.781113e-03 1.747437e-01
7.971311e-03 1.774838e-01
8.165579e-03 1.803146e-01
8.363970e-03 1.832388e-01
8.566538e-03 1.862601e-01
8.773331e-03 1.893816e-01
8.984398e-03 1.926071e-01
9.199800e-03 1.959411e-01
9.419569e-03 1.993873e-01
9.643761e-03 2.029494e-01
9.872398e-03 2.066328e-01
1.010561e-02 2.104418e-01
1.034015e-02 2.143151e-01
1.051934e-02 2.170882e-01
1.067934e-02 2.195199e-01
1.083922e-02 2.220116e-01
1.099898e-02 2.245658e-01
1.115844e-02 2.271826e-01
1.131756e-02 2.298648e-01
1.147626e-02 2.326130e-01
1.163438e-02 2.354305e-01
1.179185e-02 2.383163e-01
1.194868e-02 2.412736e-01
1.210467e-02 2.443048e-01
1.225989e-02 2.474102e-01
1.241421e-02 2.505931e-01
1.257360e-02 2.539800e-01
